#date+time,051-pwl,051-surge,051-wsd,051-wdr
"08-15-2011 1900",1.382,-0.050,5.500,79
"08-15-2011 1906",1.382,-0.052,5.500,85
"08-15-2011 1912",1.385,-0.051,5.600,81
"08-15-2011 1918",1.390,-0.048,5.700,83
"08-15-2011 1924",1.393,-0.047,5.600,79
"08-15-2011 1930",1.396,-0.046,5.800,80
"08-15-2011 1936",1.395,-0.048,5.800,79
"08-15-2011 1942",1.388,-0.057,5.600,81
"08-15-2011 1948",1.389,-0.058,5.100,79
"08-15-2011 1954",1.395,-0.053,5.500,79
"08-15-2011 2000",1.401,-0.049,5.300,93
"08-15-2011 2006",1.400,-0.051,5.100,82
"08-15-2011 2012",1.404,-0.048,5.400,85
"08-15-2011 2018",1.410,-0.043,5.900,83
"08-15-2011 2024",1.411,-0.043,5.700,88
"08-15-2011 2030",1.417,-0.038,5.500,86
"08-15-2011 2036",1.416,-0.040,5.900,86
"08-15-2011 2042",1.413,-0.043,5.500,88
"08-15-2011 2048",1.415,-0.042,6.100,88
"08-15-2011 2054",1.414,-0.043,5.300,93
"08-15-2011 2100",1.409,-0.049,5.600,83
"08-15-2011 2106",1.408,-0.050,5.500,87
"08-15-2011 2112",1.411,-0.047,5.600,90
"08-15-2011 2118",1.412,-0.045,5.800,88
"08-15-2011 2124",1.406,-0.051,6.100,90
"08-15-2011 2130",1.411,-0.045,5.900,89
"08-15-2011 2136",1.408,-0.048,5.800,94
"08-15-2011 2142",1.405,-0.050,5.700,91
"08-15-2011 2148",1.409,-0.045,6.100,89
"08-15-2011 2154",1.410,-0.043,5.600,83
"08-15-2011 2200",1.412,-0.039,5.400,80
"08-15-2011 2206",1.410,-0.039,5.900,87
"08-15-2011 2212",1.402,-0.046,6.200,82
"08-15-2011 2218",1.401,-0.045,5.900,83
"08-15-2011 2224",1.400,-0.044,5.800,82
"08-15-2011 2230",1.401,-0.040,5.600,83
"08-15-2011 2236",1.398,-0.041,5.900,84
"08-15-2011 2242",1.400,-0.036,5.500,81
"08-15-2011 2248",1.393,-0.040,5.000,85
"08-15-2011 2254",1.388,-0.042,5.400,80
"08-15-2011 2300",1.382,-0.045,4.900,81
"08-15-2011 2306",1.383,-0.041,5.400,80
"08-15-2011 2312",1.388,-0.033,5.000,79
"08-15-2011 2318",1.382,-0.035,5.800,78
"08-15-2011 2324",1.377,-0.037,4.900,81
"08-15-2011 2330",1.371,-0.039,4.900,79
"08-15-2011 2336",1.368,-0.038,5.300,84
"08-15-2011 2342",1.361,-0.041,5.800,81
"08-15-2011 2348",1.356,-0.042,5.300,82
"08-15-2011 2354",1.352,-0.042,4.900,81
"08-16-2011 0000",1.344,-0.046,4.300,86
"08-16-2011 0006",1.344,-0.042,4.500,80
"08-16-2011 0012",1.340,-0.042,4.700,81
"08-16-2011 0018",1.336,-0.041,4.800,81
"08-16-2011 0024",1.326,-0.047,4.700,79
"08-16-2011 0030",1.316,-0.053,4.700,77
"08-16-2011 0036",1.310,-0.055,4.800,81
"08-16-2011 0042",1.299,-0.061,4.800,80
"08-16-2011 0048",1.302,-0.054,4.700,81
"08-16-2011 0054",1.298,-0.054,4.300,86
"08-16-2011 0100",1.295,-0.053,4.900,91
"08-16-2011 0106",1.285,-0.058,4.500,86
"08-16-2011 0112",1.282,-0.057,4.300,88
"08-16-2011 0118",1.280,-0.055,4.500,89
"08-16-2011 0124",1.273,-0.058,4.700,91
"08-16-2011 0130",1.271,-0.056,4.700,90
"08-16-2011 0136",1.274,-0.049,4.900,93
"08-16-2011 0142",1.277,-0.042,5.000,94
"08-16-2011 0148",1.267,-0.048,5.100,92
"08-16-2011 0154",1.259,-0.053,4.900,91
"08-16-2011 0200",1.255,-0.053,5.000,91
"08-16-2011 0206",1.250,-0.055,5.000,92
"08-16-2011 0212",1.247,-0.054,5.100,93
"08-16-2011 0218",1.242,-0.056,5.200,91
"08-16-2011 0224",1.243,-0.052,5.400,92
"08-16-2011 0230",1.241,-0.051,5.200,96
"08-16-2011 0236",1.233,-0.056,5.000,96
"08-16-2011 0242",1.226,-0.061,4.600,94
"08-16-2011 0248",1.222,-0.062,4.600,91
"08-16-2011 0254",1.226,-0.056,5.000,91
"08-16-2011 0300",1.225,-0.054,5.700,92
"08-16-2011 0306",1.219,-0.058,5.300,93
"08-16-2011 0312",1.219,-0.056,5.000,91
"08-16-2011 0318",1.211,-0.062,5.000,93
"08-16-2011 0324",1.209,-0.063,4.800,96
"08-16-2011 0330",1.209,-0.061,5.100,92
"08-16-2011 0336",1.211,-0.058,4.700,89
"08-16-2011 0342",1.210,-0.058,5.400,94
"08-16-2011 0348",1.212,-0.055,5.500,94
"08-16-2011 0354",1.210,-0.056,5.700,92
"08-16-2011 0400",1.202,-0.063,4.200,91
"08-16-2011 0406",1.199,-0.066,4.900,90
"08-16-2011 0412",1.194,-0.070,4.700,90
"08-16-2011 0418",1.195,-0.069,4.500,91
"08-16-2011 0424",1.190,-0.074,4.600,92
"08-16-2011 0430",1.192,-0.073,4.600,89
"08-16-2011 0436",1.194,-0.071,4.400,92
"08-16-2011 0442",1.192,-0.074,4.500,93
"08-16-2011 0448",1.197,-0.070,4.400,90
"08-16-2011 0454",1.199,-0.069,4.200,91
"08-16-2011 0500",1.201,-0.068,4.300,103
"08-16-2011 0506",1.206,-0.064,3.900,88
"08-16-2011 0512",1.207,-0.065,4.100,93
"08-16-2011 0518",1.215,-0.059,4.300,96
"08-16-2011 0524",1.221,-0.055,4.400,98
"08-16-2011 0530",1.227,-0.051,4.100,100
"08-16-2011 0536",1.227,-0.054,3.900,101
"08-16-2011 0542",1.224,-0.060,4.100,103
"08-16-2011 0548",1.226,-0.061,4.200,103
"08-16-2011 0554",1.232,-0.058,4.300,103
"08-16-2011 0600",1.232,-0.061,3.500,108
"08-16-2011 0606",1.229,-0.067,4.600,110
"08-16-2011 0612",1.233,-0.067,4.100,108
"08-16-2011 0618",1.240,-0.064,4.000,105
"08-16-2011 0624",1.246,-0.062,4.100,108
"08-16-2011 0630",1.248,-0.064,4.100,110
"08-16-2011 0636",1.248,-0.068,3.800,106
"08-16-2011 0642",1.263,-0.057,4.000,106
"08-16-2011 0648",1.266,-0.058,3.700,111
"08-16-2011 0654",1.264,-0.065,3.500,108
"08-16-2011 0700",1.264,-0.069,3.300,107
"08-16-2011 0706",1.265,-0.073,3.800,110
"08-16-2011 0712",1.271,-0.071,3.900,112
"08-16-2011 0718",1.274,-0.073,3.600,115
"08-16-2011 0724",1.277,-0.074,3.700,109
"08-16-2011 0730",1.286,-0.070,3.700,113
"08-16-2011 0736",1.293,-0.067,3.500,110
"08-16-2011 0742",1.293,-0.072,3.600,107
"08-16-2011 0748",1.304,-0.065,3.400,108
"08-16-2011 0754",1.309,-0.065,3.300,107
"08-16-2011 0800",1.312,-0.066,3.000,115
"08-16-2011 0806",1.307,-0.075,3.200,107
"08-16-2011 0812",1.312,-0.075,3.000,115
"08-16-2011 0818",1.315,-0.076,3.500,115
"08-16-2011 0824",1.316,-0.079,3.200,112
"08-16-2011 0830",1.323,-0.076,3.000,110
"08-16-2011 0836",1.328,-0.075,2.800,106
"08-16-2011 0842",1.337,-0.070,3.100,110
"08-16-2011 0848",1.339,-0.072,2.900,114
"08-16-2011 0854",1.347,-0.068,3.000,115
"08-16-2011 0900",1.352,-0.066,3.300,111
"08-16-2011 0906",1.356,-0.066,3.000,115
"08-16-2011 0912",1.361,-0.064,3.500,115
"08-16-2011 0918",1.363,-0.065,3.100,112
"08-16-2011 0924",1.364,-0.067,3.600,113
"08-16-2011 0930",1.366,-0.068,3.500,117
"08-16-2011 0936",1.369,-0.068,3.300,113
"08-16-2011 0942",1.375,-0.064,3.300,111
"08-16-2011 0948",1.378,-0.064,3.500,112
"08-16-2011 0954",1.378,-0.066,3.300,111
"08-16-2011 1000",1.380,-0.066,2.200,92
"08-16-2011 1006",1.384,-0.064,2.700,104
"08-16-2011 1012",1.383,-0.067,2.600,106
"08-16-2011 1018",1.382,-0.069,2.500,105
"08-16-2011 1024",1.383,-0.069,2.600,102
"08-16-2011 1030",1.380,-0.074,2.700,104
"08-16-2011 1036",1.382,-0.072,2.500,98
"08-16-2011 1042",1.380,-0.075,2.300,95
"08-16-2011 1048",1.383,-0.073,2.600,93
"08-16-2011 1054",1.381,-0.075,2.200,92
"08-16-2011 1100",1.381,-0.075,3.700,107
"08-16-2011 1106",1.388,-0.068,2.400,97
"08-16-2011 1112",1.391,-0.065,2.400,97
"08-16-2011 1118",1.387,-0.068,2.600,101
"08-16-2011 1124",1.388,-0.067,3.000,98
"08-16-2011 1130",1.394,-0.060,3.100,106
"08-16-2011 1136",1.400,-0.053,3.400,101
"08-16-2011 1142",1.403,-0.049,3.400,103
"08-16-2011 1148",1.397,-0.053,3.500,103
"08-16-2011 1154",1.395,-0.054,3.700,107
"08-16-2011 1200",1.394,-0.053,3.200,98
"08-16-2011 1206",1.393,-0.053,3.400,104
"08-16-2011 1212",1.391,-0.053,3.500,103
"08-16-2011 1218",1.389,-0.053,3.500,105
"08-16-2011 1224",1.383,-0.057,3.400,106
"08-16-2011 1230",1.380,-0.058,3.500,102
"08-16-2011 1236",1.379,-0.057,3.400,98
"08-16-2011 1242",1.376,-0.058,3.400,100
"08-16-2011 1248",1.366,-0.065,3.500,99
"08-16-2011 1254",1.363,-0.066,3.200,98
"08-16-2011 1300",1.363,-0.063,4.000,97
"08-16-2011 1306",1.363,-0.061,3.300,94
"08-16-2011 1312",1.363,-0.058,3.300,88
"08-16-2011 1318",1.357,-0.062,3.200,90
"08-16-2011 1324",1.360,-0.056,2.900,84
"08-16-2011 1330",1.355,-0.059,3.000,89
"08-16-2011 1336",1.352,-0.059,3.200,88
"08-16-2011 1342",1.347,-0.061,3.500,92
"08-16-2011 1348",1.347,-0.059,3.600,90
"08-16-2011 1354",1.351,-0.052,4.000,97
"08-16-2011 1400",1.349,-0.051,5.900,105
"08-16-2011 1406",1.340,-0.058,4.200,96
"08-16-2011 1412",1.331,-0.064,4.600,97
"08-16-2011 1418",1.330,-0.063,4.300,96
"08-16-2011 1424",1.333,-0.057,4.300,106
"08-16-2011 1430",1.325,-0.063,4.700,112
"08-16-2011 1436",1.316,-0.070,5.100,98
"08-16-2011 1442",1.306,-0.077,5.200,101
"08-16-2011 1448",1.307,-0.074,5.800,105
"08-16-2011 1454",1.307,-0.072,5.900,105
"08-16-2011 1500",1.300,-0.077,6.600,103
"08-16-2011 1506",1.298,-0.077,5.100,106
"08-16-2011 1512",1.296,-0.077,5.500,104
"08-16-2011 1518",1.293,-0.078,6.000,108
"08-16-2011 1524",1.289,-0.080,6.000,109
"08-16-2011 1530",1.290,-0.078,5.400,107
"08-16-2011 1536",1.288,-0.078,5.100,104
"08-16-2011 1542",1.284,-0.081,6.300,111
"08-16-2011 1548",1.288,-0.075,6.000,107
"08-16-2011 1554",1.287,-0.075,6.600,103
"08-16-2011 1600",1.287,-0.074,7.300,95
"08-16-2011 1606",1.289,-0.071,6.300,106
"08-16-2011 1612",1.291,-0.068,7.200,109
"08-16-2011 1618",1.297,-0.061,6.100,101
"08-16-2011 1624",1.296,-0.061,6.500,98
"08-16-2011 1630",1.290,-0.066,6.400,101
"08-16-2011 1636",1.289,-0.067,5.800,102
"08-16-2011 1642",1.283,-0.072,6.600,95
"08-16-2011 1648",1.283,-0.072,7.000,97
"08-16-2011 1654",1.285,-0.070,7.300,95
"08-16-2011 1700",1.290,-0.065,6.600,94
"08-16-2011 1706",1.294,-0.061,6.800,99
"08-16-2011 1712",1.291,-0.064,6.800,94
"08-16-2011 1718",1.294,-0.061,6.400,95
"08-16-2011 1724",1.294,-0.062,7.100,98
"08-16-2011 1730",1.297,-0.060,6.700,97
"08-16-2011 1736",1.299,-0.059,7.400,95
"08-16-2011 1742",1.303,-0.056,6.900,94
"08-16-2011 1748",1.304,-0.056,7.000,96
"08-16-2011 1754",1.304,-0.057,6.600,94
"08-16-2011 1800",1.304,-0.058,6.400,92
"08-16-2011 1806",1.307,-0.057,6.800,93
"08-16-2011 1812",1.298,-0.068,6.100,94
"08-16-2011 1818",1.304,-0.064,6.700,92
"08-16-2011 1824",1.307,-0.063,6.300,91
"08-16-2011 1830",1.299,-0.073,6.200,89
"08-16-2011 1836",1.305,-0.069,6.500,92
"08-16-2011 1842",1.308,-0.068,6.900,92
"08-16-2011 1848",1.314,-0.065,6.500,91
"08-16-2011 1854",1.317,-0.064,6.400,92
"08-16-2011 1900",1.319,-0.065,7.300,96
"08-16-2011 1906",1.327,-0.059,6.500,92
"08-16-2011 1912",1.336,-0.053,6.600,97
"08-16-2011 1918",1.333,-0.059,6.700,96
"08-16-2011 1924",1.334,-0.060,6.500,97
"08-16-2011 1930",1.340,-0.057,6.500,96
"08-16-2011 1936",1.343,-0.057,6.500,96
"08-16-2011 1942",1.352,-0.050,7.200,96
"08-16-2011 1948",1.352,-0.053,7.000,94
"08-16-2011 1954",1.358,-0.050,7.300,96
"08-16-2011 2000",1.357,-0.053,7.400,93
"08-16-2011 2006",1.361,-0.052,6.500,94
"08-16-2011 2012",1.363,-0.052,6.800,95
"08-16-2011 2018",1.362,-0.056,6.700,97
"08-16-2011 2024",1.366,-0.054,6.700,95
"08-16-2011 2030",1.368,-0.055,7.500,97
"08-16-2011 2036",1.368,-0.057,7.200,94
"08-16-2011 2042",1.374,-0.053,6.600,95
"08-16-2011 2048",1.376,-0.053,6.600,94
"08-16-2011 2054",1.380,-0.051,7.400,93
"08-16-2011 2100",1.383,-0.050,7.400,96
"08-16-2011 2106",1.386,-0.049,7.500,93
"08-16-2011 2112",1.383,-0.054,6.800,96
"08-16-2011 2118",1.384,-0.054,7.500,97
"08-16-2011 2124",1.386,-0.054,7.800,98
"08-16-2011 2130",1.387,-0.054,7.100,94
"08-16-2011 2136",1.389,-0.053,7.000,97
"08-16-2011 2142",1.390,-0.054,6.700,97
"08-16-2011 2148",1.392,-0.053,6.900,97
"08-16-2011 2154",1.397,-0.048,7.400,96
"08-16-2011 2200",1.400,-0.046,6.600,94
"08-16-2011 2206",1.401,-0.046,6.400,96
"08-16-2011 2212",1.403,-0.044,6.700,96
"08-16-2011 2218",1.404,-0.043,6.600,96
"08-16-2011 2224",1.407,-0.040,6.900,92
"08-16-2011 2230",1.405,-0.042,6.400,91
"08-16-2011 2236",1.402,-0.045,6.600,94
"08-16-2011 2242",1.401,-0.046,6.600,94
"08-16-2011 2248",1.408,-0.038,6.300,94
"08-16-2011 2254",1.407,-0.038,6.600,94
"08-16-2011 2300",1.408,-0.036,6.200,94
"08-16-2011 2306",1.404,-0.039,6.200,91
"08-16-2011 2312",1.400,-0.042,6.400,93
"08-16-2011 2318",1.396,-0.044,6.500,91
"08-16-2011 2324",1.398,-0.041,6.100,94
"08-16-2011 2330",1.397,-0.040,6.400,92
"08-16-2011 2336",1.396,-0.039,6.000,93
"08-16-2011 2342",1.395,-0.038,6.000,95
"08-16-2011 2348",1.394,-0.037,6.300,95
"08-16-2011 2354",1.391,-0.038,6.200,94
"08-17-2011 0000",1.419,-0.007,4.900,89
"08-17-2011 0006",1.392,-0.032,5.500,90
"08-17-2011 0012",1.382,-0.039,5.200,90
"08-17-2011 0018",1.383,-0.035,5.500,93
"08-17-2011 0024",1.374,-0.042,5.300,93
"08-17-2011 0030",1.366,-0.047,5.100,93
"08-17-2011 0036",1.360,-0.050,5.100,93
"08-17-2011 0042",1.351,-0.056,5.500,91
"08-17-2011 0048",1.350,-0.054,5.000,89
"08-17-2011 0054",1.348,-0.052,4.900,89
"08-17-2011 0100",1.346,-0.051,4.400,91
"08-17-2011 0106",1.338,-0.056,4.800,88
"08-17-2011 0112",1.330,-0.061,4.300,88
"08-17-2011 0118",1.339,-0.049,3.900,87
"08-17-2011 0124",1.338,-0.046,4.200,92
"08-17-2011 0130",1.333,-0.048,4.400,91
"08-17-2011 0136",1.335,-0.043,4.300,90
"08-17-2011 0142",1.346,-0.029,4.300,90
"08-17-2011 0148",1.337,-0.035,4.300,91
"08-17-2011 0154",1.331,-0.038,4.400,91
"08-17-2011 0200",1.336,-0.030,5.100,98
"08-17-2011 0206",1.335,-0.027,4.200,92
"08-17-2011 0212",1.333,-0.027,4.700,90
"08-17-2011 0218",1.333,-0.024,4.500,89
"08-17-2011 0224",1.323,-0.031,4.800,91
"08-17-2011 0230",1.315,-0.036,4.900,93
"08-17-2011 0236",1.308,-0.040,4.800,97
"08-17-2011 0242",1.310,-0.036,5.200,97
"08-17-2011 0248",1.312,-0.031,5.000,95
"08-17-2011 0254",1.311,-0.030,5.100,98
"08-17-2011 0300",1.306,-0.033,6.300,91
"08-17-2011 0306",1.299,-0.037,5.200,98
"08-17-2011 0312",1.299,-0.035,5.700,97
"08-17-2011 0318",1.296,-0.036,5.900,95
"08-17-2011 0324",1.290,-0.041,6.100,96
"08-17-2011 0330",1.294,-0.035,5.700,96
"08-17-2011 0336",1.284,-0.043,5.700,97
"08-17-2011 0342",1.277,-0.049,NA,NA
"08-17-2011 0348",1.270,-0.054,6.000,94
"08-17-2011 0354",1.263,-0.060,6.300,91
"08-17-2011 0400",1.265,-0.057,5.000,91
"08-17-2011 0406",1.259,-0.062,5.900,95
"08-17-2011 0412",1.261,-0.059,5.700,96
"08-17-2011 0418",1.262,-0.057,5.400,97
"08-17-2011 0424",1.258,-0.061,5.100,97
"08-17-2011 0430",1.257,-0.061,5.200,94
"08-17-2011 0436",1.260,-0.058,5.000,93
"08-17-2011 0442",1.263,-0.055,5.100,91
"08-17-2011 0448",1.265,-0.053,4.700,89
"08-17-2011 0454",1.257,-0.061,5.000,91
"08-17-2011 0500",1.259,-0.059,4.800,103
"08-17-2011 0506",1.262,-0.057,5.300,95
"08-17-2011 0512",1.263,-0.056,5.300,93
"08-17-2011 0518",1.259,-0.061,5.100,94
"08-17-2011 0524",1.257,-0.064,5.200,96
"08-17-2011 0530",1.261,-0.061,5.000,97
"08-17-2011 0536",1.263,-0.060,4.800,96
"08-17-2011 0542",1.263,-0.061,5.000,98
"08-17-2011 0548",1.256,-0.069,4.600,102
"08-17-2011 0554",1.258,-0.069,4.800,103
"08-17-2011 0600",1.257,-0.072,3.800,107
"08-17-2011 0606",1.259,-0.072,4.900,104
"08-17-2011 0612",1.269,-0.064,4.600,105
"08-17-2011 0618",1.275,-0.060,4.600,105
"08-17-2011 0624",1.277,-0.060,4.500,105
"08-17-2011 0630",1.278,-0.062,4.700,107
"08-17-2011 0636",1.278,-0.065,4.300,109
"08-17-2011 0642",1.285,-0.061,3.900,106
"08-17-2011 0648",1.284,-0.064,3.900,105
"08-17-2011 0654",1.285,-0.067,3.800,107
"08-17-2011 0700",1.283,-0.072,3.100,114
"08-17-2011 0706",1.284,-0.074,3.600,110
"08-17-2011 0712",1.288,-0.073,3.300,109
"08-17-2011 0718",1.290,-0.075,3.500,107
"08-17-2011 0724",1.290,-0.078,3.600,108
"08-17-2011 0730",1.295,-0.077,3.100,112
"08-17-2011 0736",1.300,-0.075,3.300,118
"08-17-2011 0742",1.299,-0.080,3.200,111
"08-17-2011 0748",1.298,-0.084,3.100,107
"08-17-2011 0754",1.303,-0.083,3.100,114
"08-17-2011 0800",1.303,-0.087,2.700,96
"08-17-2011 0806",1.303,-0.090,3.200,114
"08-17-2011 0812",1.305,-0.092,3.300,109
"08-17-2011 0818",1.315,-0.085,3.300,102
"08-17-2011 0824",1.322,-0.082,3.200,103
"08-17-2011 0830",1.320,-0.087,3.100,102
"08-17-2011 0836",1.323,-0.087,3.000,102
"08-17-2011 0842",1.329,-0.085,3.100,100
"08-17-2011 0848",1.334,-0.083,3.000,94
"08-17-2011 0854",1.333,-0.087,2.700,96
"08-17-2011 0900",1.336,-0.087,2.500,105
"08-17-2011 0906",1.343,-0.083,3.000,94
"08-17-2011 0912",1.341,-0.088,2.700,95
"08-17-2011 0918",1.348,-0.083,2.600,95
"08-17-2011 0924",1.349,-0.085,2.900,100
"08-17-2011 0930",1.357,-0.079,2.700,96
"08-17-2011 0936",1.357,-0.082,2.500,96
"08-17-2011 0942",1.354,-0.087,2.500,96
"08-17-2011 0948",1.360,-0.083,2.300,106
"08-17-2011 0954",1.362,-0.083,2.500,105
"08-17-2011 1000",1.359,-0.088,2.600,88
"08-17-2011 1006",1.359,-0.089,2.900,99
"08-17-2011 1012",1.367,-0.083,2.800,99
"08-17-2011 1018",1.375,-0.076,2.800,98
"08-17-2011 1024",1.371,-0.081,2.900,94
"08-17-2011 1030",1.368,-0.085,2.600,93
"08-17-2011 1036",1.368,-0.086,2.400,93
"08-17-2011 1042",1.371,-0.083,2.300,87
"08-17-2011 1048",1.375,-0.080,2.600,89
"08-17-2011 1054",1.369,-0.086,2.600,88
"08-17-2011 1100",1.370,-0.085,1.900,93
"08-17-2011 1106",1.365,-0.090,2.600,84
"08-17-2011 1112",1.369,-0.086,2.200,87
"08-17-2011 1118",1.373,-0.081,2.200,90
"08-17-2011 1124",1.371,-0.083,2.400,95
"08-17-2011 1130",1.371,-0.082,2.200,94
"08-17-2011 1136",1.370,-0.082,2.100,95
"08-17-2011 1142",1.372,-0.078,1.900,92
"08-17-2011 1148",1.377,-0.072,2.000,94
"08-17-2011 1154",1.373,-0.074,1.900,93
"08-17-2011 1200",1.371,-0.075,3.200,84
"08-17-2011 1206",1.366,-0.078,1.700,91
"08-17-2011 1212",1.359,-0.083,1.600,82
"08-17-2011 1218",1.361,-0.078,1.900,81
"08-17-2011 1224",1.357,-0.080,2.300,76
"08-17-2011 1230",1.353,-0.081,2.800,80
"08-17-2011 1236",1.344,-0.088,3.000,73
"08-17-2011 1242",1.345,-0.084,2.900,72
"08-17-2011 1248",1.342,-0.084,3.000,75
"08-17-2011 1254",1.338,-0.085,3.200,84
"08-17-2011 1300",1.333,-0.087,3.400,87
"08-17-2011 1306",1.329,-0.088,3.200,92
"08-17-2011 1312",1.333,-0.081,3.300,95
"08-17-2011 1318",1.323,-0.088,3.200,94
"08-17-2011 1324",1.312,-0.096,3.400,87
"08-17-2011 1330",1.317,-0.087,3.000,86
"08-17-2011 1336",1.317,-0.084,2.900,78
"08-17-2011 1342",1.314,-0.084,2.900,81
"08-17-2011 1348",1.309,-0.085,3.100,82
"08-17-2011 1354",1.306,-0.085,3.400,87
"08-17-2011 1400",1.303,-0.084,4.200,88
"08-17-2011 1406",1.292,-0.092,3.700,92
"08-17-2011 1412",1.289,-0.092,3.700,88
"08-17-2011 1418",1.281,-0.096,3.800,88
"08-17-2011 1424",1.276,-0.098,3.600,89
"08-17-2011 1430",1.278,-0.093,4.000,92
"08-17-2011 1436",1.263,-0.105,4.500,91
"08-17-2011 1442",1.258,-0.106,4.300,89
"08-17-2011 1448",1.255,-0.106,4.000,88
"08-17-2011 1454",1.250,-0.108,4.200,88
"08-17-2011 1500",1.244,-0.111,4.400,86
"08-17-2011 1506",1.236,-0.116,4.400,94
"08-17-2011 1512",1.221,-0.129,4.400,91
"08-17-2011 1518",1.213,-0.134,5.200,90
"08-17-2011 1524",1.208,-0.136,4.900,91
"08-17-2011 1530",1.212,-0.130,5.300,89
"08-17-2011 1536",1.205,-0.134,4.600,90
"08-17-2011 1542",1.207,-0.130,4.700,87
"08-17-2011 1548",1.210,-0.125,4.600,87
"08-17-2011 1554",1.207,-0.126,4.400,86
"08-17-2011 1600",1.208,-0.123,5.200,89
"08-17-2011 1606",1.206,-0.123,4.300,87
"08-17-2011 1612",1.208,-0.119,4.700,87
"08-17-2011 1618",1.207,-0.119,4.600,88
"08-17-2011 1624",1.205,-0.119,4.600,85
"08-17-2011 1630",1.205,-0.118,4.700,86
"08-17-2011 1636",1.204,-0.117,4.800,84
"08-17-2011 1642",1.200,-0.120,4.900,84
"08-17-2011 1648",1.194,-0.125,4.800,84
"08-17-2011 1654",1.200,-0.118,5.200,89
"08-17-2011 1700",1.203,-0.115,4.800,86
"08-17-2011 1706",1.200,-0.117,5.200,87
"08-17-2011 1712",1.192,-0.124,4.900,89
"08-17-2011 1718",1.185,-0.131,5.000,86
"08-17-2011 1724",1.177,-0.139,5.300,88
"08-17-2011 1730",1.175,-0.141,5.100,86
"08-17-2011 1736",1.176,-0.140,5.200,84
"08-17-2011 1742",1.179,-0.137,4.600,82
"08-17-2011 1748",1.182,-0.134,4.700,81
"08-17-2011 1754",1.180,-0.137,4.800,86
"08-17-2011 1800",1.176,-0.142,5.100,86
"08-17-2011 1806",1.179,-0.139,4.400,85
"08-17-2011 1812",1.183,-0.136,4.200,79
"08-17-2011 1818",1.185,-0.136,4.200,73
"08-17-2011 1824",1.184,-0.138,4.600,72
"08-17-2011 1830",1.190,-0.133,4.700,81
"08-17-2011 1836",1.190,-0.135,5.600,83
"08-17-2011 1842",1.198,-0.129,5.500,84
"08-17-2011 1848",1.203,-0.126,5.500,81
"08-17-2011 1854",1.214,-0.117,5.100,86
"08-17-2011 1900",1.220,-0.113,6.300,83
"08-17-2011 1906",1.225,-0.110,5.800,79
"08-17-2011 1912",1.228,-0.110,5.200,75
"08-17-2011 1918",1.227,-0.114,4.900,76
"08-17-2011 1924",1.243,-0.100,5.000,73
"08-17-2011 1930",1.246,-0.100,5.400,80
"08-17-2011 1936",1.236,-0.113,5.400,80
"08-17-2011 1942",1.236,-0.116,5.900,78
"08-17-2011 1948",1.231,-0.124,5.900,83
"08-17-2011 1954",1.237,-0.122,6.300,83
"08-17-2011 2000",1.238,-0.124,6.000,84
"08-17-2011 2006",1.241,-0.124,5.600,82
"08-17-2011 2012",1.250,-0.118,5.600,84
"08-17-2011 2018",1.253,-0.119,6.300,80
"08-17-2011 2024",1.260,-0.115,5.700,82
"08-17-2011 2030",1.272,-0.106,5.000,76
"08-17-2011 2036",1.276,-0.106,5.600,82
"08-17-2011 2042",1.289,-0.096,5.800,82
"08-17-2011 2048",1.292,-0.096,5.800,84
"08-17-2011 2054",1.293,-0.098,6.000,84
"08-17-2011 2100",1.290,-0.105,4.900,77
"08-17-2011 2106",1.298,-0.100,5.900,81
"08-17-2011 2112",1.304,-0.097,5.500,82
"08-17-2011 2118",1.303,-0.101,5.500,83
"08-17-2011 2124",1.299,-0.108,5.400,82
"08-17-2011 2130",1.306,-0.104,5.500,82
"08-17-2011 2136",1.310,-0.102,5.500,84
"08-17-2011 2142",1.315,-0.100,5.000,79
"08-17-2011 2148",1.314,-0.104,5.100,79
"08-17-2011 2154",1.317,-0.103,4.900,77
"08-17-2011 2200",1.322,-0.100,4.500,70
"08-17-2011 2206",1.321,-0.104,5.100,79
"08-17-2011 2212",1.320,-0.107,5.500,82
"08-17-2011 2218",1.319,-0.110,5.000,79
"08-17-2011 2224",1.332,-0.099,4.300,78
"08-17-2011 2230",1.337,-0.096,4.700,75
"08-17-2011 2236",1.340,-0.095,4.600,78
"08-17-2011 2242",1.338,-0.098,4.600,78
"08-17-2011 2248",1.341,-0.097,4.500,70
"08-17-2011 2254",1.340,-0.099,4.500,70
"08-17-2011 2300",1.335,-0.105,4.700,77
"08-17-2011 2306",1.328,-0.113,4.600,68
"08-17-2011 2312",1.332,-0.110,4.300,69
"08-17-2011 2318",1.336,-0.107,4.400,70
"08-17-2011 2324",1.336,-0.107,4.500,72
"08-17-2011 2330",1.341,-0.103,4.200,72
"08-17-2011 2336",1.346,-0.098,4.700,72
"08-17-2011 2342",1.343,-0.101,4.500,72
"08-17-2011 2348",1.342,-0.102,5.000,77
"08-17-2011 2354",1.348,-0.096,4.700,77
"08-18-2011 0000",1.351,-0.092,3.900,85
"08-18-2011 0006",1.346,-0.097,4.600,80
"08-18-2011 0012",1.345,-0.097,5.000,77
"08-18-2011 0018",1.350,-0.091,4.400,76
"08-18-2011 0024",1.342,-0.098,4.600,81
"08-18-2011 0030",1.333,-0.106,4.500,82
"08-18-2011 0036",1.336,-0.102,3.900,83
